# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2020-03-10
#
# GRDC-No.:              6935500
# River:                 RHINE RIVER
# Station:               DIEPOLDSAU, RIETBRUECKE
# Country:               CH
# Latitude (DD):       47.3831
# Longitude (DD):      9.6409
# Catchment area (km²):      6119.0
# Altitude (m ASL):        456.273
# Next downstream station:      6935055
# Remarks:               
# Owner of original data: Switzerland - Federal Office for the Environment (BAFU)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1919-01 - 2016-12
# No. of years:          98
# Last update:           2018-08-20
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 35795
# DATA
YYYY-MM-DD;hh:mm; Value
1921-01-02;--:--;     65.000
1921-01-03;--:--;     66.200
1921-01-04;--:--;     63.800
1921-01-05;--:--;     62.500
1921-01-06;--:--;     61.500
1921-01-07;--:--;     60.400
1921-01-08;--:--;     57.100
1921-01-09;--:--;     61.500
1921-01-10;--:--;     54.900
1921-01-11;--:--;     54.900
1921-01-12;--:--;     54.900
1921-01-13;--:--;     56.000
1921-01-14;--:--;     56.000
1921-01-15;--:--;     59.300
1921-01-16;--:--;     56.000
1921-01-17;--:--;     53.800
1921-01-18;--:--;     52.700
1921-01-19;--:--;     63.800
1921-01-20;--:--;     59.300
1921-01-21;--:--;     57.100
1921-01-22;--:--;     59.300
1921-01-23;--:--;     58.200
1921-01-24;--:--;     73.000
1921-01-25;--:--;     92.800
1921-01-26;--:--;     75.900
1921-01-27;--:--;     73.000
1921-01-28;--:--;     73.000
1921-01-29;--:--;     67.400
1921-01-30;--:--;     67.400
1921-01-31;--:--;     66.200
1921-02-01;--:--;     63.800
1921-02-02;--:--;     63.800
1921-02-03;--:--;     62.600
1921-02-04;--:--;     58.200
1921-02-05;--:--;     54.900
1921-02-06;--:--;     52.700
1921-02-07;--:--;     51.600
1921-02-08;--:--;     52.700
1921-02-09;--:--;     50.500
1921-02-10;--:--;     49.400
1921-02-11;--:--;     48.400
1921-02-12;--:--;     48.400
1921-02-13;--:--;     49.400
1921-02-14;--:--;     43.700
1921-02-15;--:--;     46.400
1921-02-16;--:--;     46.400
1921-02-17;--:--;     46.400
1921-02-18;--:--;     46.400
1921-02-19;--:--;     47.400
1921-02-20;--:--;     46.400
1921-02-21;--:--;     46.400
1921-02-22;--:--;     46.400
1921-02-23;--:--;     47.400
1921-02-24;--:--;     47.400
1921-02-25;--:--;     47.400
1921-02-26;--:--;     48.400
1921-02-27;--:--;     47.400
1921-02-28;--:--;     47.400
1921-03-01;--:--;     47.400
1921-03-02;--:--;     48.400
1921-03-03;--:--;     50.500
1921-03-04;--:--;     51.600
1921-03-05;--:--;     52.700
1921-03-06;--:--;     56.000
1921-03-07;--:--;     56.000
1921-03-08;--:--;     54.900
1921-03-09;--:--;     51.600
1921-03-10;--:--;     49.400
1921-03-11;--:--;     50.500
1921-03-12;--:--;     52.700
1921-03-13;--:--;     51.600
1921-03-14;--:--;     51.600
1921-03-15;--:--;     52.700
1921-03-16;--:--;     53.800
1921-03-17;--:--;     54.900
1921-03-18;--:--;     58.200
1921-03-19;--:--;     59.300
1921-03-20;--:--;     58.200
1921-03-21;--:--;     57.100
1921-03-22;--:--;     56.000
1921-03-23;--:--;     56.000
1921-03-24;--:--;     59.300
1921-03-25;--:--;     65.000
1921-03-26;--:--;     75.900
1921-03-27;--:--;     89.600
1921-03-28;--:--;     84.900
1921-03-29;--:--;     75.900
1921-03-30;--:--;     73.000
1921-03-31;--:--;     73.000
1921-04-01;--:--;     71.500
1921-04-02;--:--;     75.900
1921-04-03;--:--;     92.800
1921-04-04;--:--;    114.000
1921-04-05;--:--;    139.000
1921-04-06;--:--;    122.000
1921-04-07;--:--;    104.000
1921-04-08;--:--;     92.800
1921-04-09;--:--;     86.400
1921-04-10;--:--;     80.400
1921-04-11;--:--;     81.900
1921-04-12;--:--;     91.200
1921-04-13;--:--;    101.000
1921-04-14;--:--;    105.000
1921-04-15;--:--;    121.000
1921-04-16;--:--;    111.000
1921-04-17;--:--;     94.400
1921-04-18;--:--;     88.000
1921-04-19;--:--;     84.900
1921-04-20;--:--;     80.400
1921-04-21;--:--;     77.400
1921-04-22;--:--;     74.500
1921-04-23;--:--;     77.400
1921-04-24;--:--;     77.400
1921-04-25;--:--;     84.900
1921-04-26;--:--;     81.900
1921-04-27;--:--;    111.000
1921-04-28;--:--;    149.000
1921-04-29;--:--;    143.000
1921-04-30;--:--;    122.000
1921-05-01;--:--;    112.000
1921-05-02;--:--;    119.000
1921-05-03;--:--;    126.000
1921-05-04;--:--;    126.000
1921-05-05;--:--;    126.000
1921-05-06;--:--;    124.000
1921-05-07;--:--;    124.000
1921-05-08;--:--;    136.000
1921-05-09;--:--;    156.000
1921-05-10;--:--;    170.000
1921-05-11;--:--;    196.000
1921-05-12;--:--;    229.000
1921-05-13;--:--;    242.000
1921-05-14;--:--;    269.000
1921-05-15;--:--;    311.000
1921-05-16;--:--;    348.000
1921-05-17;--:--;    387.000
1921-05-18;--:--;    404.000
1921-05-19;--:--;    414.000
1921-05-20;--:--;    456.000
1921-05-21;--:--;    453.000
1921-05-22;--:--;    475.000
1921-05-23;--:--;    486.000
1921-05-24;--:--;    414.000
1921-05-25;--:--;    390.000
1921-05-26;--:--;    382.000
1921-05-27;--:--;    376.000
1921-05-28;--:--;    382.000
1921-05-29;--:--;    393.000
1921-05-30;--:--;    340.000
1921-05-31;--:--;    309.000
1921-06-01;--:--;    311.000
1921-06-02;--:--;    318.000
1921-06-03;--:--;    325.000
1921-06-04;--:--;    343.000
1921-06-05;--:--;    340.000
1921-06-06;--:--;    316.000
1921-06-07;--:--;    366.000
1921-06-08;--:--;    321.000
1921-06-09;--:--;    314.000
1921-06-10;--:--;    278.000
1921-06-11;--:--;    253.000
1921-06-12;--:--;    227.000
1921-06-13;--:--;    216.000
1921-06-14;--:--;    340.000
1921-06-15;--:--;    283.000
1921-06-16;--:--;    231.000
1921-06-17;--:--;    218.000
1921-06-18;--:--;    211.000
1921-06-19;--:--;    225.000
1921-06-20;--:--;    205.000
1921-06-21;--:--;    192.000
1921-06-22;--:--;    253.000
1921-06-23;--:--;    225.000
1921-06-24;--:--;    233.000
1921-06-25;--:--;    242.000
1921-06-26;--:--;    253.000
1921-06-27;--:--;    267.000
1921-06-28;--:--;    332.000
1921-06-29;--:--;    330.000
1921-06-30;--:--;    337.000
1921-07-01;--:--;    495.000
1921-07-02;--:--;    436.000
1921-07-03;--:--;    330.000
1921-07-04;--:--;    281.000
1921-07-05;--:--;    251.000
1921-07-06;--:--;    218.000
1921-07-07;--:--;    216.000
1921-07-08;--:--;    223.000
1921-07-09;--:--;    211.000
1921-07-10;--:--;    201.000
1921-07-11;--:--;    205.000
1921-07-12;--:--;    209.000
1921-07-13;--:--;    209.000
1921-07-14;--:--;    227.000
1921-07-15;--:--;    207.000
1921-07-16;--:--;    211.000
1921-07-17;--:--;    216.000
1921-07-18;--:--;    213.000
1921-07-19;--:--;    205.000
1921-07-20;--:--;    198.000
1921-07-21;--:--;    201.000
1921-07-22;--:--;    209.000
1921-07-23;--:--;    209.000
1921-07-24;--:--;    218.000
1921-07-25;--:--;    207.000
1921-07-26;--:--;    196.000
1921-07-27;--:--;    207.000
1921-07-28;--:--;    211.000
1921-07-29;--:--;    205.000
1921-07-30;--:--;    211.000
1921-07-31;--:--;    205.000
1921-08-01;--:--;    207.000
1921-08-02;--:--;    196.000
1921-08-03;--:--;    220.000
1921-08-04;--:--;    237.000
1921-08-05;--:--;    225.000
1921-08-06;--:--;    164.000
1921-08-07;--:--;    170.000
1921-08-08;--:--;    182.000
1921-08-09;--:--;    186.000
1921-08-10;--:--;    184.000
1921-08-11;--:--;    218.000
1921-08-12;--:--;    343.000
1921-08-13;--:--;    325.000
1921-08-14;--:--;    255.000
1921-08-15;--:--;    218.000
1921-08-16;--:--;    192.000
1921-08-17;--:--;    172.000
1921-08-18;--:--;    160.000
1921-08-19;--:--;    156.000
1921-08-20;--:--;    192.000
1921-08-21;--:--;    356.000
1921-08-22;--:--;    269.000
1921-08-23;--:--;    246.000
1921-08-24;--:--;    251.000
1921-08-25;--:--;    253.000
1921-08-26;--:--;    311.000
1921-08-27;--:--;    239.000
1921-08-28;--:--;    216.000
1921-08-29;--:--;    201.000
1921-08-30;--:--;    194.000
1921-08-31;--:--;    186.000
1921-09-01;--:--;    168.000
1921-09-02;--:--;    160.000
1921-09-03;--:--;    156.000
1921-09-04;--:--;    170.000
1921-09-05;--:--;    244.000
1921-09-06;--:--;    190.000
1921-09-07;--:--;    166.000
1921-09-08;--:--;    158.000
1921-09-09;--:--;    149.000
1921-09-10;--:--;    139.000
1921-09-11;--:--;    139.000
1921-09-12;--:--;    158.000
1921-09-13;--:--;    176.000
1921-09-14;--:--;    151.000
1921-09-15;--:--;    149.000
1921-09-16;--:--;    145.000
1921-09-17;--:--;    143.000
1921-09-18;--:--;    160.000
1921-09-19;--:--;    176.000
1921-09-20;--:--;    180.000
1921-09-21;--:--;    223.000
1921-09-22;--:--;    288.000
1921-09-23;--:--;    225.000
1921-09-24;--:--;    184.000
1921-09-25;--:--;    166.000
1921-09-26;--:--;    153.000
1921-09-27;--:--;    143.000
1921-09-28;--:--;    127.000
1921-09-29;--:--;    116.000
1921-09-30;--:--;    107.000
1921-10-01;--:--;    109.000
1921-10-02;--:--;    112.000
1921-10-03;--:--;    105.000
1921-10-04;--:--;    105.000
1921-10-05;--:--;    104.000
1921-10-06;--:--;    101.000
1921-10-07;--:--;     99.800
1921-10-08;--:--;     95.300
1921-10-09;--:--;     92.400
1921-10-10;--:--;     93.800
1921-10-11;--:--;     92.400
1921-10-12;--:--;     91.000
1921-10-13;--:--;     89.600
1921-10-14;--:--;     91.000
1921-10-15;--:--;    110.000
1921-10-16;--:--;     98.300
1921-10-17;--:--;     89.600
1921-10-18;--:--;     85.500
1921-10-19;--:--;     81.500
1921-10-20;--:--;     77.600
1921-10-21;--:--;     75.000
1921-10-22;--:--;     77.600
1921-10-23;--:--;     81.500
1921-10-24;--:--;     81.500
1921-10-25;--:--;     75.000
1921-10-26;--:--;     72.600
1921-10-27;--:--;     70.200
1921-10-28;--:--;     69.000
1921-10-29;--:--;     85.500
1921-10-30;--:--;     91.000
1921-10-31;--:--;     85.500
1921-11-01;--:--;     77.600
1921-11-02;--:--;     76.300
1921-11-03;--:--;    172.000
1921-11-04;--:--;    376.000
1921-11-05;--:--;    274.000
1921-11-06;--:--;    223.000
1921-11-07;--:--;    186.000
1921-11-08;--:--;    143.000
1921-11-09;--:--;    122.000
1921-11-10;--:--;    110.000
1921-11-11;--:--;     99.800
1921-11-12;--:--;     96.800
1921-11-13;--:--;     95.300
1921-11-14;--:--;     91.000
1921-11-15;--:--;     88.200
1921-11-16;--:--;     86.900
1921-11-17;--:--;     85.500
1921-11-18;--:--;     84.200
1921-11-19;--:--;     81.500
1921-11-20;--:--;     80.200
1921-11-21;--:--;     77.600
1921-11-22;--:--;     75.000
1921-11-23;--:--;     71.400
1921-11-24;--:--;     69.000
1921-11-25;--:--;     67.900
1921-11-26;--:--;     65.600
1921-11-27;--:--;     63.300
1921-11-28;--:--;     62.200
1921-11-29;--:--;     61.100
1921-11-30;--:--;     60.000
1921-12-01;--:--;     55.800
1921-12-02;--:--;     57.900
1921-12-03;--:--;     58.900
1921-12-04;--:--;     57.900
1921-12-05;--:--;     57.900
1921-12-06;--:--;     57.900
1921-12-07;--:--;     56.800
1921-12-08;--:--;     56.800
1921-12-09;--:--;     57.900
1921-12-10;--:--;     60.000
1921-12-11;--:--;     57.900
1921-12-12;--:--;     57.900
1921-12-13;--:--;     55.800
1921-12-14;--:--;     51.700
1921-12-15;--:--;     47.800
1921-12-16;--:--;     47.800
1921-12-17;--:--;     48.800
1921-12-18;--:--;     53.700
1921-12-19;--:--;     53.700
1921-12-20;--:--;     51.700
1921-12-21;--:--;     52.700
1921-12-22;--:--;     50.700
1921-12-23;--:--;     49.700
1921-12-24;--:--;     49.700
1921-12-25;--:--;     48.800
1921-12-26;--:--;     46.000
1921-12-27;--:--;     46.000
1921-12-28;--:--;     47.800
1921-12-29;--:--;     55.800
1921-12-30;--:--;     55.800
1921-12-31;--:--;     55.800
1922-01-01;--:--;     56.800
1922-01-02;--:--;     56.800
1922-01-03;--:--;    109.000
1922-01-04;--:--;     80.200
1922-01-05;--:--;     66.700
1922-01-06;--:--;     62.200
1922-01-07;--:--;     60.000
1922-01-08;--:--;     58.900
1922-01-09;--:--;     89.600
1922-01-10;--:--;    172.000
1922-01-11;--:--;    127.000
1922-01-12;--:--;    109.000
1922-01-13;--:--;     91.100
1922-01-14;--:--;     77.600
1922-01-15;--:--;     70.200
1922-01-16;--:--;     67.900
1922-01-17;--:--;     65.600
1922-01-18;--:--;     66.700
1922-01-19;--:--;     63.300
1922-01-20;--:--;     61.100
1922-01-21;--:--;     58.900
1922-01-22;--:--;     55.800
1922-01-23;--:--;     54.800
1922-01-24;--:--;     54.800
1922-01-25;--:--;     53.700
1922-01-26;--:--;     54.800
1922-01-27;--:--;     54.800
1922-01-28;--:--;     53.700
1922-01-29;--:--;     53.700
1922-01-30;--:--;     54.800
1922-01-31;--:--;     56.800
1922-02-01;--:--;     56.800
1922-02-02;--:--;     56.800
1922-02-03;--:--;     73.800
1922-02-04;--:--;    110.000
1922-02-05;--:--;     95.300
1922-02-06;--:--;     76.300
1922-02-07;--:--;     69.000
1922-02-08;--:--;     61.100
1922-02-09;--:--;     61.100
1922-02-10;--:--;     60.000
1922-02-11;--:--;     52.700
1922-02-12;--:--;     50.700
1922-02-13;--:--;     48.800
1922-02-14;--:--;     50.700
1922-02-15;--:--;     54.800
1922-02-16;--:--;     52.700
1922-02-17;--:--;     52.700
1922-02-18;--:--;     52.700
1922-02-19;--:--;     55.800
1922-02-20;--:--;     53.700
1922-02-21;--:--;     54.800
1922-02-22;--:--;     55.800
1922-02-23;--:--;     56.800
1922-02-24;--:--;     56.800
1922-02-25;--:--;     58.900
1922-02-26;--:--;     65.600
1922-02-27;--:--;     71.400
1922-02-28;--:--;     71.400
1922-03-01;--:--;     82.800
1922-03-02;--:--;     98.300
1922-03-03;--:--;     85.500
1922-03-04;--:--;     80.200
1922-03-05;--:--;     93.800
1922-03-06;--:--;    110.000
1922-03-07;--:--;    117.000
1922-03-08;--:--;    119.000
1922-03-09;--:--;    109.000
1922-03-10;--:--;    104.000
1922-03-11;--:--;    107.000
1922-03-12;--:--;    103.000
1922-03-13;--:--;    117.000
1922-03-14;--:--;    141.000
1922-03-15;--:--;    168.000
1922-03-16;--:--;    172.000
1922-03-17;--:--;    158.000
1922-03-18;--:--;    153.000
1922-03-19;--:--;    153.000
1922-03-20;--:--;    154.000
1922-03-21;--:--;    158.000
1922-03-22;--:--;    141.000
1922-03-23;--:--;    129.000
1922-03-24;--:--;    115.000
1922-03-25;--:--;    106.000
1922-03-26;--:--;    106.000
1922-03-27;--:--;     98.300
1922-03-28;--:--;     93.800
1922-03-29;--:--;     89.600
1922-03-30;--:--;     85.500
1922-03-31;--:--;     84.200
1922-04-01;--:--;     80.200
1922-04-02;--:--;     80.200
1922-04-03;--:--;     92.400
1922-04-04;--:--;    115.000
1922-04-05;--:--;    112.000
1922-04-06;--:--;    103.000
1922-04-07;--:--;     96.800
1922-04-08;--:--;    103.000
1922-04-09;--:--;    124.000
1922-04-10;--:--;    119.000
1922-04-11;--:--;    109.000
1922-04-12;--:--;    119.000
1922-04-13;--:--;    134.000
1922-04-14;--:--;    170.000
1922-04-15;--:--;    237.000
1922-04-16;--:--;    299.000
1922-04-17;--:--;    283.000
1922-04-18;--:--;    233.000
1922-04-19;--:--;    190.000
1922-04-20;--:--;    166.000
1922-04-21;--:--;    153.000
1922-04-22;--:--;    138.000
1922-04-23;--:--;    129.000
1922-04-24;--:--;    126.000
1922-04-25;--:--;    126.000
1922-04-26;--:--;    122.000
1922-04-27;--:--;    119.000
1922-04-28;--:--;    121.000
1922-04-29;--:--;    124.000
1922-04-30;--:--;    129.000
1922-05-01;--:--;    160.000
1922-05-02;--:--;    141.000
1922-05-03;--:--;    133.000
1922-05-04;--:--;    127.000
1922-05-05;--:--;    147.000
1922-05-06;--:--;    166.000
1922-05-07;--:--;    186.000
1922-05-08;--:--;    209.000
1922-05-09;--:--;    269.000
1922-05-10;--:--;    316.000
1922-05-11;--:--;    390.000
1922-05-12;--:--;    456.000
1922-05-13;--:--;    598.000
1922-05-14;--:--;    498.000
1922-05-15;--:--;    439.000
1922-05-16;--:--;    504.000
1922-05-17;--:--;    642.000
1922-05-18;--:--;    582.000
1922-05-19;--:--;    556.000
1922-05-20;--:--;    556.000
1922-05-21;--:--;    654.000
1922-05-22;--:--;    683.000
1922-05-23;--:--;    755.000
1922-05-24;--:--;    807.000
1922-05-25;--:--;    844.000
1922-05-26;--:--;    866.000
1922-05-27;--:--;    831.000
1922-05-28;--:--;    771.000
1922-05-29;--:--;    814.000
1922-05-30;--:--;    766.000
1922-05-31;--:--;    689.000
1922-06-01;--:--;    658.000
1922-06-02;--:--;    653.000
1922-06-03;--:--;    651.000
1922-06-04;--:--;    637.000
1922-06-05;--:--;    634.000
1922-06-06;--:--;    638.000
1922-06-07;--:--;    755.000
1922-06-08;--:--;    658.000
1922-06-09;--:--;    732.000
1922-06-10;--:--;    723.000
1922-06-11;--:--;    867.000
1922-06-12;--:--;    655.000
1922-06-13;--:--;    545.000
1922-06-14;--:--;    420.000
1922-06-15;--:--;    378.000
1922-06-16;--:--;    373.000
1922-06-17;--:--;    436.000
1922-06-18;--:--;    551.000
1922-06-19;--:--;    595.000
1922-06-20;--:--;    421.000
1922-06-21;--:--;    389.000
1922-06-22;--:--;    446.000
1922-06-23;--:--;    449.000
1922-06-24;--:--;    452.000
1922-06-25;--:--;    452.000
1922-06-26;--:--;    482.000
1922-06-27;--:--;    436.000
1922-06-28;--:--;    411.000
1922-06-29;--:--;    518.000
1922-06-30;--:--;    581.000
1922-07-01;--:--;    436.000
1922-07-02;--:--;    387.000
1922-07-03;--:--;    393.000
1922-07-04;--:--;    390.000
1922-07-05;--:--;    405.000
1922-07-06;--:--;    421.000
1922-07-07;--:--;    446.000
1922-07-08;--:--;    380.000
1922-07-09;--:--;    380.000
1922-07-10;--:--;    383.000
1922-07-11;--:--;    331.000
1922-07-12;--:--;    325.000
1922-07-13;--:--;    446.000
1922-07-14;--:--;    351.000
1922-07-15;--:--;    496.000
1922-07-16;--:--;   1622.000
1922-07-17;--:--;    873.000
1922-07-18;--:--;    623.000
1922-07-19;--:--;    560.000
1922-07-20;--:--;    519.000
1922-07-21;--:--;    462.000
1922-07-22;--:--;    471.000
1922-07-23;--:--;    443.000
1922-07-24;--:--;    449.000
1922-07-25;--:--;    683.000
1922-07-26;--:--;    519.000
1922-07-27;--:--;    421.000
1922-07-28;--:--;    403.000
1922-07-29;--:--;    437.000
1922-07-30;--:--;    376.000
1922-07-31;--:--;    353.000
1922-08-01;--:--;    359.000
1922-08-02;--:--;    500.000
1922-08-03;--:--;    443.000
1922-08-04;--:--;    350.000
1922-08-05;--:--;    323.000
1922-08-06;--:--;    328.000
1922-08-07;--:--;    309.000
1922-08-08;--:--;    315.000
1922-08-09;--:--;    394.000
1922-08-10;--:--;    449.000
1922-08-11;--:--;    406.000
1922-08-12;--:--;    434.000
1922-08-13;--:--;    379.000
1922-08-14;--:--;    337.000
1922-08-15;--:--;    394.000
1922-08-16;--:--;    477.000
1922-08-17;--:--;    348.000
1922-08-18;--:--;    289.000
1922-08-19;--:--;    274.000
1922-08-20;--:--;    256.000
1922-08-21;--:--;    243.000
1922-08-22;--:--;    240.000
1922-08-23;--:--;    271.000
1922-08-24;--:--;    309.000
1922-08-25;--:--;    240.000
1922-08-26;--:--;    225.000
1922-08-27;--:--;    216.000
1922-08-28;--:--;    207.000
1922-08-29;--:--;    211.000
1922-08-30;--:--;    227.000
1922-08-31;--:--;    400.000
1922-09-01;--:--;    356.000
1922-09-02;--:--;    345.000
1922-09-03;--:--;    400.000
1922-09-04;--:--;    560.000
1922-09-05;--:--;    539.000
1922-09-06;--:--;    397.000
1922-09-07;--:--;    328.000
1922-09-08;--:--;    296.000
1922-09-09;--:--;    274.000
1922-09-10;--:--;    254.000
1922-09-11;--:--;    299.000
1922-09-12;--:--;    409.000
1922-09-13;--:--;    483.000
1922-09-14;--:--;    385.000
1922-09-15;--:--;    339.000
1922-09-16;--:--;    382.000
1922-09-17;--:--;    339.000
1922-09-18;--:--;    320.000
1922-09-19;--:--;    345.000
1922-09-20;--:--;    348.000
1922-09-21;--:--;    400.000
1922-09-22;--:--;    379.000
1922-09-23;--:--;    339.000
1922-09-24;--:--;    323.000
1922-09-25;--:--;    376.000
1922-09-26;--:--;    353.000
1922-09-27;--:--;    331.000
1922-09-28;--:--;    424.000
1922-09-29;--:--;    345.000
1922-09-30;--:--;    365.000
1922-10-01;--:--;    320.000
1922-10-02;--:--;    291.000
1922-10-03;--:--;    337.000
1922-10-04;--:--;    294.000
1922-10-05;--:--;    264.000
1922-10-06;--:--;    274.000
1922-10-07;--:--;    307.000
1922-10-08;--:--;    274.000
1922-10-09;--:--;    261.000
1922-10-10;--:--;    261.000
1922-10-11;--:--;    254.000
1922-10-12;--:--;    243.000
1922-10-13;--:--;    225.000
1922-10-14;--:--;    211.000
1922-10-15;--:--;    203.000
1922-10-16;--:--;    188.000
1922-10-17;--:--;    184.000
1922-10-18;--:--;    178.000
1922-10-19;--:--;    172.000
1922-10-20;--:--;    166.000
1922-10-21;--:--;    162.000
1922-10-22;--:--;    158.000
1922-10-23;--:--;    162.000
1922-10-24;--:--;    162.000
1922-10-25;--:--;    160.000
1922-10-26;--:--;    150.000
1922-10-27;--:--;    146.000
1922-10-28;--:--;    154.000
1922-10-29;--:--;    152.000
1922-10-30;--:--;    164.000
1922-10-31;--:--;    182.000
1922-11-01;--:--;    170.000
1922-11-02;--:--;    164.000
1922-11-03;--:--;    182.000
1922-11-04;--:--;    195.000
1922-11-05;--:--;    188.000
1922-11-06;--:--;    164.000
1922-11-07;--:--;    162.000
1922-11-08;--:--;    156.000
1922-11-09;--:--;    158.000
1922-11-10;--:--;    176.000
1922-11-11;--:--;    156.000
1922-11-12;--:--;    145.000
1922-11-13;--:--;    141.000
1922-11-14;--:--;    136.000
1922-11-15;--:--;    135.000
1922-11-16;--:--;    130.000
1922-11-17;--:--;    123.000
1922-11-18;--:--;    123.000
1922-11-19;--:--;    124.000
1922-11-20;--:--;    121.000
1922-11-21;--:--;    118.000
1922-11-22;--:--;    115.000
1922-11-23;--:--;    113.000
1922-11-24;--:--;    110.000
1922-11-25;--:--;    108.000
1922-11-26;--:--;    107.000
1922-11-27;--:--;    107.000
1922-11-28;--:--;    105.000
1922-11-29;--:--;    107.000
1922-11-30;--:--;    120.000
1922-12-01;--:--;    120.000
1922-12-02;--:--;    111.000
1922-12-03;--:--;    108.000
1922-12-04;--:--;    105.000
1922-12-05;--:--;    104.000
1922-12-06;--:--;    102.000
1922-12-07;--:--;    104.000
1922-12-08;--:--;    104.000
1922-12-09;--:--;    102.000
1922-12-10;--:--;    101.000
1922-12-11;--:--;     96.300
1922-12-12;--:--;     94.800
1922-12-13;--:--;     91.800
1922-12-14;--:--;     91.800
1922-12-15;--:--;     90.400
1922-12-16;--:--;     91.800
1922-12-17;--:--;     91.800
1922-12-18;--:--;     99.300
1922-12-19;--:--;    111.000
1922-12-20;--:--;    115.000
1922-12-21;--:--;    136.000
1922-12-22;--:--;    121.000
1922-12-23;--:--;    121.000
1922-12-24;--:--;    123.000
1922-12-25;--:--;    115.000
1922-12-26;--:--;    108.000
1922-12-27;--:--;    102.000
1922-12-28;--:--;     97.800
1922-12-29;--:--;     96.300
1922-12-30;--:--;    102.000
1922-12-31;--:--;    128.000
1923-01-01;--:--;    130.000
1923-01-02;--:--;    117.000
1923-01-03;--:--;    106.000
1923-01-04;--:--;    101.000
1923-01-05;--:--;     98.100
1923-01-06;--:--;     93.700
1923-01-07;--:--;     90.900
1923-01-08;--:--;     89.500
1923-01-09;--:--;     92.300
1923-01-10;--:--;     89.500
1923-01-11;--:--;     86.900
1923-01-12;--:--;     85.600
1923-01-13;--:--;     86.900
1923-01-14;--:--;     86.900
1923-01-15;--:--;     85.600
1923-01-16;--:--;     85.600
1923-01-17;--:--;     84.300
1923-01-18;--:--;     80.400
1923-01-19;--:--;     79.100
1923-01-20;--:--;     79.100
1923-01-21;--:--;     84.300
1923-01-22;--:--;     81.700
1923-01-23;--:--;     77.800
1923-01-24;--:--;     76.500
1923-01-25;--:--;     75.200
1923-01-26;--:--;     75.200
1923-01-27;--:--;     73.900
1923-01-28;--:--;     73.900
1923-01-29;--:--;     72.600
1923-01-30;--:--;     75.200
1923-01-31;--:--;     77.800
1923-02-01;--:--;    109.000
1923-02-02;--:--;    188.000
1923-02-03;--:--;    157.000
1923-02-04;--:--;    132.000
1923-02-05;--:--;    116.000
1923-02-06;--:--;    103.000
1923-02-07;--:--;     93.700
1923-02-08;--:--;     89.500
1923-02-09;--:--;     88.200
1923-02-10;--:--;     85.600
1923-02-11;--:--;     85.600
1923-02-12;--:--;     84.300
1923-02-13;--:--;     83.000
1923-02-14;--:--;     81.700
1923-02-15;--:--;     80.400
1923-02-16;--:--;     79.100
1923-02-17;--:--;     79.100
1923-02-18;--:--;     81.700
1923-02-19;--:--;     83.000
1923-02-20;--:--;     83.000
1923-02-21;--:--;     81.700
1923-02-22;--:--;     78.400
1923-02-23;--:--;     77.100
1923-02-24;--:--;     75.800
1923-02-25;--:--;     73.900
1923-02-26;--:--;     74.500
1923-02-27;--:--;     77.800
1923-02-28;--:--;     79.100
1923-03-01;--:--;     77.800
1923-03-02;--:--;     76.500
1923-03-03;--:--;     77.800
1923-03-04;--:--;     77.800
1923-03-05;--:--;     76.500
1923-03-06;--:--;     74.500
1923-03-07;--:--;     72.600
1923-03-08;--:--;     72.000
1923-03-09;--:--;     70.000
1923-03-10;--:--;     70.000
1923-03-11;--:--;     71.300
1923-03-12;--:--;     70.000
1923-03-13;--:--;     68.200
1923-03-14;--:--;     68.200
1923-03-15;--:--;     67.600
1923-03-16;--:--;     67.600
1923-03-17;--:--;     71.300
1923-03-18;--:--;     81.000
1923-03-19;--:--;     83.700
1923-03-20;--:--;     88.200
1923-03-21;--:--;     93.000
1923-03-22;--:--;     98.100
1923-03-23;--:--;    113.000
1923-03-24;--:--;    126.000
1923-03-25;--:--;    140.000
1923-03-26;--:--;    159.000
1923-03-27;--:--;    171.000
1923-03-28;--:--;    174.000
1923-03-29;--:--;    175.000
1923-03-30;--:--;    181.000
1923-03-31;--:--;    194.000
