# Title:                 GRDC STATION DATA FILE
#                        --------------
# Format:                DOS-ASCII
# Field delimiter:       ;
# missing values are indicated by -999.000
#
# file generation date:  2020-03-10
#
# GRDC-No.:              6935500
# River:                 RHINE RIVER
# Station:               DIEPOLDSAU, RIETBRUECKE
# Country:               CH
# Latitude (DD):       47.3831
# Longitude (DD):      9.6409
# Catchment area (km²):      6119.0
# Altitude (m ASL):        456.273
# Next downstream station:      6935055
# Remarks:               
# Owner of original data: Switzerland - Federal Office for the Environment (BAFU)
#************************************************************
#
# Data Set Content:      MEAN DAILY DISCHARGE (Q)
#                        --------------------
# Unit of measure:                  m³/s
# Time series:           1919-01 - 2016-12
# No. of years:          98
# Last update:           2018-08-20
#
# Table Header:
#     YYYY-MM-DD - Date
#     hh:mm      - Time
#     Value   - original (provided) data
#************************************************************
#
# Data lines: 35795
# DATA
YYYY-MM-DD;hh:mm; Value
1958-02-17;--:--;    438.000
1958-02-18;--:--;    371.000
1958-02-19;--:--;    201.000
1958-02-20;--:--;    163.000
1958-02-21;--:--;    149.000
1958-02-22;--:--;    156.000
1958-02-23;--:--;    132.000
1958-02-24;--:--;    144.000
1958-02-25;--:--;    164.000
1958-02-26;--:--;    159.000
1958-02-27;--:--;    138.000
1958-02-28;--:--;    123.000
1958-03-01;--:--;    115.000
1958-03-02;--:--;    111.000
1958-03-03;--:--;    115.000
1958-03-04;--:--;    112.000
1958-03-05;--:--;    111.000
1958-03-06;--:--;    115.000
1958-03-07;--:--;    115.000
1958-03-08;--:--;    109.000
1958-03-09;--:--;    101.000
1958-03-10;--:--;     98.000
1958-03-11;--:--;    107.000
1958-03-12;--:--;    108.000
1958-03-13;--:--;    111.000
1958-03-14;--:--;    106.000
1958-03-15;--:--;    104.000
1958-03-16;--:--;     90.900
1958-03-17;--:--;     92.900
1958-03-18;--:--;     99.500
1958-03-19;--:--;    102.000
1958-03-20;--:--;    102.000
1958-03-21;--:--;     98.000
1958-03-22;--:--;     96.500
1958-03-23;--:--;     87.000
1958-03-24;--:--;     90.300
1958-03-25;--:--;     98.700
1958-03-26;--:--;    107.000
1958-03-27;--:--;    121.000
1958-03-28;--:--;    140.000
1958-03-29;--:--;    151.000
1958-03-30;--:--;    145.000
1958-03-31;--:--;    152.000
1958-04-01;--:--;    163.000
1958-04-02;--:--;    155.000
1958-04-03;--:--;    147.000
1958-04-04;--:--;    146.000
1958-04-05;--:--;    143.000
1958-04-06;--:--;    135.000
1958-04-07;--:--;    120.000
1958-04-08;--:--;    125.000
1958-04-09;--:--;    126.000
1958-04-10;--:--;    123.000
1958-04-11;--:--;    117.000
1958-04-12;--:--;    111.000
1958-04-13;--:--;    102.000
1958-04-14;--:--;    104.000
1958-04-15;--:--;    121.000
1958-04-16;--:--;    138.000
1958-04-17;--:--;    135.000
1958-04-18;--:--;    120.000
1958-04-19;--:--;    114.000
1958-04-20;--:--;    109.000
1958-04-21;--:--;    126.000
1958-04-22;--:--;    176.000
1958-04-23;--:--;    206.000
1958-04-24;--:--;    185.000
1958-04-25;--:--;    198.000
1958-04-26;--:--;    203.000
1958-04-27;--:--;    190.000
1958-04-28;--:--;    181.000
1958-04-29;--:--;    178.000
1958-04-30;--:--;    168.000
1958-05-01;--:--;    189.000
1958-05-02;--:--;    236.000
1958-05-03;--:--;    293.000
1958-05-04;--:--;    308.000
1958-05-05;--:--;    331.000
1958-05-06;--:--;    386.000
1958-05-07;--:--;    422.000
1958-05-08;--:--;    416.000
1958-05-09;--:--;    536.000
1958-05-10;--:--;    674.000
1958-05-11;--:--;    817.000
1958-05-12;--:--;    906.000
1958-05-13;--:--;    758.000
1958-05-14;--:--;    699.000
1958-05-15;--:--;    768.000
1958-05-16;--:--;    669.000
1958-05-17;--:--;    509.000
1958-05-18;--:--;    381.000
1958-05-19;--:--;    369.000
1958-05-20;--:--;    406.000
1958-05-21;--:--;    477.000
1958-05-22;--:--;    524.000
1958-05-23;--:--;    519.000
1958-05-24;--:--;    554.000
1958-05-25;--:--;    530.000
1958-05-26;--:--;    546.000
1958-05-27;--:--;    665.000
1958-05-28;--:--;   1417.000
1958-05-29;--:--;    749.000
1958-05-30;--:--;    586.000
1958-05-31;--:--;    495.000
1958-06-01;--:--;    451.000
1958-06-02;--:--;    462.000
1958-06-03;--:--;    511.000
1958-06-04;--:--;    533.000
1958-06-05;--:--;    442.000
1958-06-06;--:--;    410.000
1958-06-07;--:--;    419.000
1958-06-08;--:--;    412.000
1958-06-09;--:--;    420.000
1958-06-10;--:--;    474.000
1958-06-11;--:--;    604.000
1958-06-12;--:--;    480.000
1958-06-13;--:--;    373.000
1958-06-14;--:--;    312.000
1958-06-15;--:--;    292.000
1958-06-16;--:--;    314.000
1958-06-17;--:--;    324.000
1958-06-18;--:--;    358.000
1958-06-19;--:--;    394.000
1958-06-20;--:--;    392.000
1958-06-21;--:--;    412.000
1958-06-22;--:--;    440.000
1958-06-23;--:--;    447.000
1958-06-24;--:--;    377.000
1958-06-25;--:--;    359.000
1958-06-26;--:--;    321.000
1958-06-27;--:--;    346.000
1958-06-28;--:--;    376.000
1958-06-29;--:--;    314.000
1958-06-30;--:--;    327.000
1958-07-01;--:--;    383.000
1958-07-02;--:--;    442.000
1958-07-03;--:--;    537.000
1958-07-04;--:--;    557.000
1958-07-05;--:--;    471.000
1958-07-06;--:--;    399.000
1958-07-07;--:--;    365.000
1958-07-08;--:--;    403.000
1958-07-09;--:--;    392.000
1958-07-10;--:--;    397.000
1958-07-11;--:--;    441.000
1958-07-12;--:--;    440.000
1958-07-13;--:--;    388.000
1958-07-14;--:--;    376.000
1958-07-15;--:--;    397.000
1958-07-16;--:--;    403.000
1958-07-17;--:--;    494.000
1958-07-18;--:--;    358.000
1958-07-19;--:--;    327.000
1958-07-20;--:--;    307.000
1958-07-21;--:--;    309.000
1958-07-22;--:--;    359.000
1958-07-23;--:--;    523.000
1958-07-24;--:--;    409.000
1958-07-25;--:--;    392.000
1958-07-26;--:--;    327.000
1958-07-27;--:--;    299.000
1958-07-28;--:--;    292.000
1958-07-29;--:--;    293.000
1958-07-30;--:--;    301.000
1958-07-31;--:--;    299.000
1958-08-01;--:--;    270.000
1958-08-02;--:--;    274.000
1958-08-03;--:--;    282.000
1958-08-04;--:--;    238.000
1958-08-05;--:--;    226.000
1958-08-06;--:--;    219.000
1958-08-07;--:--;    259.000
1958-08-08;--:--;    298.000
1958-08-09;--:--;    241.000
1958-08-10;--:--;    215.000
1958-08-11;--:--;    244.000
1958-08-12;--:--;    393.000
1958-08-13;--:--;    412.000
1958-08-14;--:--;    309.000
1958-08-15;--:--;    262.000
1958-08-16;--:--;    267.000
1958-08-17;--:--;    260.000
1958-08-18;--:--;    239.000
1958-08-19;--:--;    262.000
1958-08-20;--:--;    420.000
1958-08-21;--:--;    352.000
1958-08-22;--:--;    476.000
1958-08-23;--:--;    395.000
1958-08-24;--:--;    334.000
1958-08-25;--:--;    308.000
1958-08-26;--:--;    320.000
1958-08-27;--:--;    274.000
1958-08-28;--:--;    242.000
1958-08-29;--:--;    228.000
1958-08-30;--:--;    215.000
1958-08-31;--:--;    209.000
1958-09-01;--:--;    211.000
1958-09-02;--:--;    216.000
1958-09-03;--:--;    207.000
1958-09-04;--:--;    200.000
1958-09-05;--:--;    198.000
1958-09-06;--:--;    177.000
1958-09-07;--:--;    165.000
1958-09-08;--:--;    164.000
1958-09-09;--:--;    176.000
1958-09-10;--:--;    183.000
1958-09-11;--:--;    181.000
1958-09-12;--:--;    169.000
1958-09-13;--:--;    150.000
1958-09-14;--:--;    139.000
1958-09-15;--:--;    144.000
1958-09-16;--:--;    148.000
1958-09-17;--:--;    146.000
1958-09-18;--:--;    154.000
1958-09-19;--:--;    157.000
1958-09-20;--:--;    149.000
1958-09-21;--:--;    133.000
1958-09-22;--:--;    328.000
1958-09-23;--:--;    443.000
1958-09-24;--:--;    262.000
1958-09-25;--:--;    218.000
1958-09-26;--:--;    200.000
1958-09-27;--:--;    173.000
1958-09-28;--:--;    157.000
1958-09-29;--:--;    148.000
1958-09-30;--:--;    147.000
1958-10-01;--:--;    238.000
1958-10-02;--:--;    525.000
1958-10-03;--:--;    287.000
1958-10-04;--:--;    235.000
1958-10-05;--:--;    216.000
1958-10-06;--:--;    212.000
1958-10-07;--:--;    219.000
1958-10-08;--:--;    207.000
1958-10-09;--:--;    195.000
1958-10-10;--:--;    189.000
1958-10-11;--:--;    232.000
1958-10-12;--:--;    327.000
1958-10-13;--:--;    526.000
1958-10-14;--:--;    366.000
1958-10-15;--:--;    378.000
1958-10-16;--:--;    354.000
1958-10-17;--:--;    327.000
1958-10-18;--:--;    322.000
1958-10-19;--:--;    270.000
1958-10-20;--:--;    279.000
1958-10-21;--:--;    320.000
1958-10-22;--:--;    300.000
1958-10-23;--:--;    255.000
1958-10-24;--:--;    237.000
1958-10-25;--:--;    248.000
1958-10-26;--:--;    251.000
1958-10-27;--:--;    246.000
1958-10-28;--:--;    237.000
1958-10-29;--:--;    231.000
1958-10-30;--:--;    220.000
1958-10-31;--:--;    212.000
1958-11-01;--:--;    213.000
1958-11-02;--:--;    197.000
1958-11-03;--:--;    214.000
1958-11-04;--:--;    244.000
1958-11-05;--:--;    220.000
1958-11-06;--:--;    195.000
1958-11-07;--:--;    189.000
1958-11-08;--:--;    180.000
1958-11-09;--:--;    163.000
1958-11-10;--:--;    166.000
1958-11-11;--:--;    173.000
1958-11-12;--:--;    177.000
1958-11-13;--:--;    173.000
1958-11-14;--:--;    171.000
1958-11-15;--:--;    153.000
1958-11-16;--:--;    147.000
1958-11-17;--:--;    146.000
1958-11-18;--:--;    149.000
1958-11-19;--:--;    143.000
1958-11-20;--:--;    143.000
1958-11-21;--:--;    143.000
1958-11-22;--:--;    135.000
1958-11-23;--:--;    146.000
1958-11-24;--:--;    145.000
1958-11-25;--:--;    145.000
1958-11-26;--:--;    147.000
1958-11-27;--:--;    145.000
1958-11-28;--:--;    143.000
1958-11-29;--:--;    145.000
1958-11-30;--:--;    131.000
1958-12-01;--:--;    126.000
1958-12-02;--:--;    133.000
1958-12-03;--:--;    126.000
1958-12-04;--:--;    113.000
1958-12-05;--:--;    114.000
1958-12-06;--:--;    113.000
1958-12-07;--:--;    102.000
1958-12-08;--:--;    104.000
1958-12-09;--:--;    107.000
1958-12-10;--:--;    113.000
1958-12-11;--:--;    107.000
1958-12-12;--:--;    105.000
1958-12-13;--:--;    107.000
1958-12-14;--:--;    105.000
1958-12-15;--:--;     98.600
1958-12-16;--:--;    100.000
1958-12-17;--:--;    102.000
1958-12-18;--:--;    104.000
1958-12-19;--:--;    104.000
1958-12-20;--:--;    107.000
1958-12-21;--:--;    113.000
1958-12-22;--:--;    111.000
1958-12-23;--:--;    113.000
1958-12-24;--:--;    113.000
1958-12-25;--:--;    101.000
1958-12-26;--:--;     94.400
1958-12-27;--:--;     97.200
1958-12-28;--:--;    117.000
1958-12-29;--:--;    142.000
1958-12-30;--:--;    130.000
1958-12-31;--:--;    121.000
1959-01-01;--:--;    107.000
1959-01-02;--:--;    102.000
1959-01-03;--:--;    108.000
1959-01-04;--:--;    113.000
1959-01-05;--:--;    104.000
1959-01-06;--:--;     98.600
1959-01-07;--:--;    108.000
1959-01-08;--:--;    107.000
1959-01-09;--:--;    101.000
1959-01-10;--:--;    100.000
1959-01-11;--:--;     95.800
1959-01-12;--:--;     97.200
1959-01-13;--:--;     98.600
1959-01-14;--:--;     93.000
1959-01-15;--:--;     95.800
1959-01-16;--:--;     98.600
1959-01-17;--:--;     98.600
1959-01-18;--:--;     89.500
1959-01-19;--:--;     93.700
1959-01-20;--:--;    100.000
1959-01-21;--:--;    102.000
1959-01-22;--:--;    104.000
1959-01-23;--:--;    109.000
1959-01-24;--:--;    111.000
1959-01-25;--:--;    102.000
1959-01-26;--:--;     98.600
1959-01-27;--:--;     97.200
1959-01-28;--:--;     94.400
1959-01-29;--:--;     93.000
1959-01-30;--:--;     98.600
1959-01-31;--:--;     97.200
1959-02-01;--:--;     87.400
1959-02-02;--:--;     90.200
1959-02-03;--:--;    102.000
1959-02-04;--:--;     99.300
1959-02-05;--:--;     90.200
1959-02-06;--:--;     95.800
1959-02-07;--:--;     90.900
1959-02-08;--:--;     86.700
1959-02-09;--:--;     86.000
1959-02-10;--:--;     84.800
1959-02-11;--:--;     90.900
1959-02-12;--:--;     98.600
1959-02-13;--:--;     96.500
1959-02-14;--:--;     90.900
1959-02-15;--:--;     82.400
1959-02-16;--:--;     80.600
1959-02-17;--:--;     91.600
1959-02-18;--:--;     88.100
1959-02-19;--:--;     87.400
1959-02-20;--:--;     90.200
1959-02-21;--:--;     88.800
1959-02-22;--:--;     88.100
1959-02-23;--:--;     88.100
1959-02-24;--:--;     89.500
1959-02-25;--:--;     90.900
1959-02-26;--:--;     93.000
1959-02-27;--:--;     95.800
1959-02-28;--:--;     95.100
1959-03-01;--:--;     94.400
1959-03-02;--:--;     97.200
1959-03-03;--:--;    108.000
1959-03-04;--:--;    108.000
1959-03-05;--:--;    112.000
1959-03-06;--:--;    118.000
1959-03-07;--:--;    127.000
1959-03-08;--:--;    141.000
1959-03-09;--:--;    126.000
1959-03-10;--:--;    118.000
1959-03-11;--:--;    114.000
1959-03-12;--:--;    114.000
1959-03-13;--:--;    117.000
1959-03-14;--:--;    112.000
1959-03-15;--:--;    100.000
1959-03-16;--:--;    101.000
1959-03-17;--:--;    105.000
1959-03-18;--:--;    107.000
1959-03-19;--:--;    107.000
1959-03-20;--:--;    105.000
1959-03-21;--:--;    110.000
1959-03-22;--:--;    106.000
1959-03-23;--:--;    121.000
1959-03-24;--:--;    142.000
1959-03-25;--:--;    142.000
1959-03-26;--:--;    148.000
1959-03-27;--:--;    132.000
1959-03-28;--:--;    115.000
1959-03-29;--:--;    117.000
1959-03-30;--:--;    110.000
1959-03-31;--:--;    126.000
1959-04-01;--:--;    132.000
1959-04-02;--:--;    123.000
1959-04-03;--:--;    129.000
1959-04-04;--:--;    133.000
1959-04-05;--:--;    135.000
1959-04-06;--:--;    156.000
1959-04-07;--:--;    185.000
1959-04-08;--:--;    163.000
1959-04-09;--:--;    157.000
1959-04-10;--:--;    147.000
1959-04-11;--:--;    135.000
1959-04-12;--:--;    123.000
1959-04-13;--:--;    126.000
1959-04-14;--:--;    158.000
1959-04-15;--:--;    183.000
1959-04-16;--:--;    201.000
1959-04-17;--:--;    193.000
1959-04-18;--:--;    173.000
1959-04-19;--:--;    214.000
1959-04-20;--:--;    210.000
1959-04-21;--:--;    178.000
1959-04-22;--:--;    159.000
1959-04-23;--:--;    151.000
1959-04-24;--:--;    151.000
1959-04-25;--:--;    146.000
1959-04-26;--:--;    147.000
1959-04-27;--:--;    153.000
1959-04-28;--:--;    171.000
1959-04-29;--:--;    169.000
1959-04-30;--:--;    185.000
1959-05-01;--:--;    197.000
1959-05-02;--:--;    244.000
1959-05-03;--:--;    182.000
1959-05-04;--:--;    176.000
1959-05-05;--:--;    197.000
1959-05-06;--:--;    216.000
1959-05-07;--:--;    223.000
1959-05-08;--:--;    236.000
1959-05-09;--:--;    301.000
1959-05-10;--:--;    288.000
1959-05-11;--:--;    311.000
1959-05-12;--:--;    349.000
1959-05-13;--:--;    341.000
1959-05-14;--:--;    303.000
1959-05-15;--:--;    279.000
1959-05-16;--:--;    239.000
1959-05-17;--:--;    217.000
1959-05-18;--:--;    223.000
1959-05-19;--:--;    280.000
1959-05-20;--:--;    307.000
1959-05-21;--:--;    360.000
1959-05-22;--:--;    362.000
1959-05-23;--:--;    367.000
1959-05-24;--:--;    421.000
1959-05-25;--:--;    406.000
1959-05-26;--:--;    400.000
1959-05-27;--:--;    389.000
1959-05-28;--:--;    340.000
1959-05-29;--:--;    342.000
1959-05-30;--:--;    307.000
1959-05-31;--:--;    251.000
1959-06-01;--:--;    226.000
1959-06-02;--:--;    222.000
1959-06-03;--:--;    231.000
1959-06-04;--:--;    286.000
1959-06-05;--:--;    357.000
1959-06-06;--:--;    360.000
1959-06-07;--:--;    367.000
1959-06-08;--:--;    423.000
1959-06-09;--:--;    439.000
1959-06-10;--:--;    420.000
1959-06-11;--:--;    331.000
1959-06-12;--:--;    277.000
1959-06-13;--:--;    266.000
1959-06-14;--:--;    362.000
1959-06-15;--:--;    320.000
1959-06-16;--:--;    330.000
1959-06-17;--:--;    325.000
1959-06-18;--:--;    376.000
1959-06-19;--:--;    403.000
1959-06-20;--:--;    431.000
1959-06-21;--:--;    456.000
1959-06-22;--:--;    422.000
1959-06-23;--:--;    402.000
1959-06-24;--:--;    389.000
1959-06-25;--:--;    406.000
1959-06-26;--:--;    367.000
1959-06-27;--:--;    419.000
1959-06-28;--:--;    413.000
1959-06-29;--:--;    497.000
1959-06-30;--:--;    556.000
1959-07-01;--:--;    469.000
1959-07-02;--:--;    421.000
1959-07-03;--:--;    360.000
1959-07-04;--:--;    350.000
1959-07-05;--:--;    342.000
1959-07-06;--:--;    380.000
1959-07-07;--:--;    400.000
1959-07-08;--:--;    370.000
1959-07-09;--:--;    362.000
1959-07-10;--:--;    360.000
1959-07-11;--:--;    362.000
1959-07-12;--:--;    349.000
1959-07-13;--:--;    327.000
1959-07-14;--:--;    305.000
1959-07-15;--:--;    374.000
1959-07-16;--:--;    430.000
1959-07-17;--:--;    317.000
1959-07-18;--:--;    275.000
1959-07-19;--:--;    246.000
1959-07-20;--:--;    235.000
1959-07-21;--:--;    238.000
1959-07-22;--:--;    218.000
1959-07-23;--:--;    212.000
1959-07-24;--:--;    221.000
1959-07-25;--:--;    221.000
1959-07-26;--:--;    191.000
1959-07-27;--:--;    182.000
1959-07-28;--:--;    187.000
1959-07-29;--:--;    210.000
1959-07-30;--:--;    222.000
1959-07-31;--:--;    272.000
1959-08-01;--:--;    290.000
1959-08-02;--:--;    232.000
1959-08-03;--:--;    213.000
1959-08-04;--:--;    189.000
1959-08-05;--:--;    183.000
1959-08-06;--:--;    179.000
1959-08-07;--:--;    166.000
1959-08-08;--:--;    173.000
1959-08-09;--:--;    173.000
1959-08-10;--:--;    171.000
1959-08-11;--:--;    193.000
1959-08-12;--:--;    207.000
1959-08-13;--:--;    195.000
1959-08-14;--:--;    181.000
1959-08-15;--:--;    235.000
1959-08-16;--:--;    302.000
1959-08-17;--:--;    222.000
1959-08-18;--:--;    190.000
1959-08-19;--:--;    182.000
1959-08-20;--:--;    177.000
1959-08-21;--:--;    173.000
1959-08-22;--:--;    173.000
1959-08-23;--:--;    174.000
1959-08-24;--:--;    175.000
1959-08-25;--:--;    195.000
1959-08-26;--:--;    178.000
1959-08-27;--:--;    180.000
1959-08-28;--:--;    174.000
1959-08-29;--:--;    179.000
1959-08-30;--:--;    155.000
1959-08-31;--:--;    143.000
1959-09-01;--:--;    149.000
1959-09-02;--:--;    138.000
1959-09-03;--:--;    132.000
1959-09-04;--:--;    125.000
1959-09-05;--:--;    119.000
1959-09-06;--:--;    112.000
1959-09-07;--:--;    111.000
1959-09-08;--:--;    113.000
1959-09-09;--:--;    114.000
1959-09-10;--:--;    111.000
1959-09-11;--:--;    110.000
1959-09-12;--:--;    110.000
1959-09-13;--:--;    108.000
1959-09-14;--:--;    109.000
1959-09-15;--:--;    110.000
1959-09-16;--:--;    106.000
1959-09-17;--:--;    121.000
1959-09-18;--:--;    126.000
1959-09-19;--:--;    112.000
1959-09-20;--:--;    104.000
1959-09-21;--:--;    108.000
1959-09-22;--:--;    111.000
1959-09-23;--:--;    102.000
1959-09-24;--:--;    102.000
1959-09-25;--:--;    106.000
1959-09-26;--:--;    113.000
1959-09-27;--:--;    120.000
1959-09-28;--:--;    116.000
1959-09-29;--:--;    113.000
1959-09-30;--:--;    111.000
1959-10-01;--:--;    104.000
1959-10-02;--:--;    104.000
1959-10-03;--:--;     97.200
1959-10-04;--:--;     90.200
1959-10-05;--:--;     90.200
1959-10-06;--:--;     95.800
1959-10-07;--:--;     87.400
1959-10-08;--:--;     88.100
1959-10-09;--:--;     93.000
1959-10-10;--:--;     87.400
1959-10-11;--:--;     82.400
1959-10-12;--:--;     83.600
1959-10-13;--:--;     86.700
1959-10-14;--:--;     91.600
1959-10-15;--:--;     86.700
1959-10-16;--:--;     83.600
1959-10-17;--:--;     80.600
1959-10-18;--:--;     72.200
1959-10-19;--:--;     71.000
1959-10-20;--:--;     81.800
1959-10-21;--:--;     90.900
1959-10-22;--:--;     87.400
1959-10-23;--:--;     87.400
1959-10-24;--:--;     82.400
1959-10-25;--:--;     74.000
1959-10-26;--:--;     70.400
1959-10-27;--:--;     82.400
1959-10-28;--:--;    105.000
1959-10-29;--:--;    119.000
1959-10-30;--:--;    100.000
1959-10-31;--:--;     93.000
1959-11-01;--:--;     86.000
1959-11-02;--:--;     81.200
1959-11-03;--:--;     84.800
1959-11-04;--:--;     84.800
1959-11-05;--:--;     84.800
1959-11-06;--:--;     84.800
1959-11-07;--:--;     86.000
1959-11-08;--:--;     75.800
1959-11-09;--:--;     75.200
1959-11-10;--:--;     83.600
1959-11-11;--:--;     84.800
1959-11-12;--:--;     80.600
1959-11-13;--:--;     83.000
1959-11-14;--:--;     88.800
1959-11-15;--:--;     96.500
1959-11-16;--:--;     95.100
1959-11-17;--:--;     93.000
1959-11-18;--:--;     92.300
1959-11-19;--:--;     95.800
1959-11-20;--:--;     94.400
1959-11-21;--:--;     91.600
1959-11-22;--:--;     84.200
1959-11-23;--:--;     84.800
1959-11-24;--:--;     90.200
1959-11-25;--:--;     93.000
1959-11-26;--:--;     97.200
1959-11-27;--:--;     95.100
1959-11-28;--:--;     91.600
1959-11-29;--:--;     80.000
1959-11-30;--:--;     80.000
1959-12-01;--:--;     87.400
1959-12-02;--:--;     93.000
1959-12-03;--:--;     88.800
1959-12-04;--:--;     90.200
1959-12-05;--:--;     83.600
1959-12-06;--:--;     77.600
1959-12-07;--:--;     74.000
1959-12-08;--:--;     87.400
1959-12-09;--:--;     93.000
1959-12-10;--:--;     93.000
1959-12-11;--:--;     88.100
1959-12-12;--:--;     82.400
1959-12-13;--:--;     75.200
1959-12-14;--:--;     74.000
1959-12-15;--:--;     81.200
1959-12-16;--:--;     75.200
1959-12-17;--:--;     77.000
1959-12-18;--:--;     80.000
1959-12-19;--:--;     83.600
1959-12-20;--:--;     72.800
1959-12-21;--:--;     76.400
1959-12-22;--:--;     83.600
1959-12-23;--:--;     74.000
1959-12-24;--:--;     72.800
1959-12-25;--:--;     65.000
1959-12-26;--:--;     63.500
1959-12-27;--:--;     74.600
1959-12-28;--:--;     71.600
1959-12-29;--:--;     83.600
1959-12-30;--:--;     78.800
1959-12-31;--:--;     76.400
1960-01-01;--:--;     74.000
1960-01-02;--:--;     71.600
1960-01-03;--:--;     84.800
1960-01-04;--:--;    114.000
1960-01-05;--:--;     90.200
1960-01-06;--:--;     87.400
1960-01-07;--:--;     84.800
1960-01-08;--:--;     87.400
1960-01-09;--:--;     87.400
1960-01-10;--:--;     78.800
1960-01-11;--:--;     78.800
1960-01-12;--:--;     87.400
1960-01-13;--:--;     83.000
1960-01-14;--:--;     86.000
1960-01-15;--:--;     84.800
1960-01-16;--:--;     91.600
1960-01-17;--:--;     78.800
1960-01-18;--:--;     81.200
1960-01-19;--:--;     82.400
1960-01-20;--:--;     80.000
1960-01-21;--:--;     80.000
1960-01-22;--:--;     81.200
1960-01-23;--:--;     75.200
1960-01-24;--:--;     71.600
1960-01-25;--:--;     76.400
1960-01-26;--:--;     84.800
1960-01-27;--:--;     83.600
1960-01-28;--:--;     88.800
1960-01-29;--:--;     91.600
1960-01-30;--:--;     83.600
1960-01-31;--:--;     74.000
1960-02-01;--:--;     74.000
1960-02-02;--:--;     82.400
1960-02-03;--:--;     83.600
1960-02-04;--:--;     76.400
1960-02-05;--:--;     76.400
1960-02-06;--:--;     76.400
1960-02-07;--:--;     72.800
1960-02-08;--:--;     67.000
1960-02-09;--:--;     77.000
1960-02-10;--:--;     78.800
1960-02-11;--:--;     79.400
1960-02-12;--:--;     77.600
1960-02-13;--:--;     75.200
1960-02-14;--:--;     69.200
1960-02-15;--:--;     64.000
1960-02-16;--:--;     80.000
1960-02-17;--:--;     80.600
1960-02-18;--:--;     78.800
1960-02-19;--:--;     75.200
1960-02-20;--:--;     76.400
1960-02-21;--:--;     66.000
1960-02-22;--:--;     67.000
1960-02-23;--:--;     75.200
1960-02-24;--:--;     75.200
1960-02-25;--:--;     71.000
1960-02-26;--:--;     84.800
1960-02-27;--:--;     86.000
1960-02-28;--:--;     75.200
1960-02-29;--:--;     82.400
1960-03-01;--:--;    110.000
1960-03-02;--:--;    102.000
1960-03-03;--:--;     93.000
1960-03-04;--:--;    112.000
1960-03-05;--:--;    116.000
1960-03-06;--:--;    101.000
1960-03-07;--:--;    101.000
1960-03-08;--:--;    104.000
1960-03-09;--:--;     97.200
1960-03-10;--:--;     88.800
1960-03-11;--:--;     91.600
1960-03-12;--:--;     85.400
1960-03-13;--:--;     80.000
1960-03-14;--:--;     77.600
1960-03-15;--:--;     90.900
1960-03-16;--:--;     93.700
1960-03-17;--:--;     98.600
1960-03-18;--:--;     95.800
1960-03-19;--:--;     90.200
1960-03-20;--:--;     77.600
1960-03-21;--:--;     84.800
1960-03-22;--:--;     93.000
1960-03-23;--:--;    101.000
1960-03-24;--:--;    113.000
1960-03-25;--:--;    104.000
1960-03-26;--:--;     98.600
1960-03-27;--:--;     98.600
1960-03-28;--:--;    113.000
1960-03-29;--:--;    135.000
1960-03-30;--:--;    145.000
1960-03-31;--:--;    136.000
1960-04-01;--:--;    122.000
1960-04-02;--:--;    116.000
1960-04-03;--:--;    115.000
1960-04-04;--:--;    130.000
1960-04-05;--:--;    131.000
1960-04-06;--:--;    128.000
1960-04-07;--:--;    136.000
1960-04-08;--:--;    163.000
1960-04-09;--:--;    162.000
1960-04-10;--:--;    187.000
1960-04-11;--:--;    210.000
1960-04-12;--:--;    205.000
1960-04-13;--:--;    169.000
1960-04-14;--:--;    165.000
1960-04-15;--:--;    159.000
1960-04-16;--:--;    141.000
1960-04-17;--:--;    131.000
1960-04-18;--:--;    111.000
1960-04-19;--:--;    135.000
1960-04-20;--:--;    165.000
1960-04-21;--:--;    179.000
1960-04-22;--:--;    179.000
1960-04-23;--:--;    177.000
1960-04-24;--:--;    177.000
1960-04-25;--:--;    173.000
1960-04-26;--:--;    167.000
1960-04-27;--:--;    161.000
1960-04-28;--:--;    155.000
1960-04-29;--:--;    145.000
1960-04-30;--:--;    131.000
1960-05-01;--:--;    116.000
1960-05-02;--:--;    111.000
1960-05-03;--:--;    121.000
1960-05-04;--:--;    131.000
1960-05-05;--:--;    140.000
1960-05-06;--:--;    144.000
1960-05-07;--:--;    153.000
1960-05-08;--:--;    187.000
1960-05-09;--:--;    218.000
1960-05-10;--:--;    264.000
1960-05-11;--:--;    290.000
1960-05-12;--:--;    302.000
1960-05-13;--:--;    376.000
1960-05-14;--:--;    443.000
1960-05-15;--:--;    496.000
1960-05-16;--:--;    578.000
1960-05-17;--:--;    588.000
1960-05-18;--:--;    581.000
1960-05-19;--:--;    758.000
1960-05-20;--:--;    626.000
1960-05-21;--:--;    460.000
1960-05-22;--:--;    434.000
1960-05-23;--:--;    412.000
1960-05-24;--:--;    368.000
1960-05-25;--:--;    463.000
1960-05-26;--:--;    443.000
1960-05-27;--:--;    398.000
1960-05-28;--:--;    384.000
1960-05-29;--:--;    398.000
1960-05-30;--:--;    415.000
1960-05-31;--:--;    379.000
1960-06-01;--:--;    398.000
1960-06-02;--:--;    457.000
1960-06-03;--:--;    423.000
1960-06-04;--:--;    445.000
1960-06-05;--:--;    431.000
1960-06-06;--:--;    412.000
1960-06-07;--:--;    454.000
1960-06-08;--:--;    546.000
1960-06-09;--:--;    556.000
1960-06-10;--:--;    571.000
1960-06-11;--:--;    648.000
